Date,DoY,CYR,WYR,Season,Month,Day,Site,area_sampled,common_name,species,occur,total_count,temp,sal,water_depth
8/26/2014,238,2014,2015,WET,8,26,33,3,Gulf Toadfish,Opsanus beta,0,0,29.5,29.26,137
8/26/2014,238,2014,2015,WET,8,26,34,3,Gulf Toadfish,Opsanus beta,0,0,29.4,29.46,138
8/26/2014,238,2014,2015,WET,8,26,35,3,Gulf Toadfish,Opsanus beta,0,0,29.4,28.08,121
8/26/2014,238,2014,2015,WET,8,26,36,3,Gulf Toadfish,Opsanus beta,0,0,29.2,28.1,98
8/26/2014,238,2014,2015,WET,8,26,37,3,Gulf Toadfish,Opsanus beta,0,0,29,29.24,140
8/26/2014,238,2014,2015,WET,8,26,38,3,Gulf Toadfish,Opsanus beta,0,0,28.6,21.25,100
8/27/2014,239,2014,2015,WET,8,27,18,3,Gulf Toadfish,Opsanus beta,0,0,28.6,22.05,80
8/27/2014,239,2014,2015,WET,8,27,19,3,Gulf Toadfish,Opsanus beta,0,0,28.2,23.3,96
8/27/2014,239,2014,2015,WET,8,27,20,3,Gulf Toadfish,Opsanus beta,0,0,28.7,24.76,106
8/27/2014,239,2014,2015,WET,8,27,21,3,Gulf Toadfish,Opsanus beta,0,0,28.7,23.98,131
8/27/2014,239,2014,2015,WET,8,27,22,3,Gulf Toadfish,Opsanus beta,0,0,29.1,24.13,100
8/27/2014,239,2014,2015,WET,8,27,23,3,Gulf Toadfish,Opsanus beta,0,0,29.4,24.58,103
8/27/2014,239,2014,2015,WET,8,27,24,3,Gulf Toadfish,Opsanus beta,0,0,29.6,25.22,104
8/27/2014,239,2014,2015,WET,8,27,25,3,Gulf Toadfish,Opsanus beta,0,0,29.6,24.09,103
8/27/2014,239,2014,2015,WET,8,27,26,3,Gulf Toadfish,Opsanus beta,0,0,29.6,24.73,106
9/8/2014,251,2014,2015,WET,9,8,1,3,Gulf Toadfish,Opsanus beta,0,0,28.8,38.87,98
9/9/2014,252,2014,2015,WET,9,9,10,3,Gulf Toadfish,Opsanus beta,0,0,27.7,28.13,90
9/9/2014,252,2014,2015,WET,9,9,11,3,Gulf Toadfish,Opsanus beta,0,0,28.1,28.09,92
9/9/2014,252,2014,2015,WET,9,9,12,3,Gulf Toadfish,Opsanus beta,0,0,28.5,27.91,103
9/9/2014,252,2014,2015,WET,9,9,13,3,Gulf Toadfish,Opsanus beta,0,0,28.6,27.72,90
9/9/2014,252,2014,2015,WET,9,9,14,3,Gulf Toadfish,Opsanus beta,0,0,29.2,27.76,105
9/9/2014,252,2014,2015,WET,9,9,15,3,Gulf Toadfish,Opsanus beta,0,0,29.4,27.01,110
9/9/2014,252,2014,2015,WET,9,9,16,3,Gulf Toadfish,Opsanus beta,0,0,29.1,26.53,102
9/9/2014,252,2014,2015,WET,9,9,17,3,Gulf Toadfish,Opsanus beta,0,0,29.5,25.85,90
9/9/2014,252,2014,2015,WET,9,9,7,3,Gulf Toadfish,Opsanus beta,0,0,27.9,29.17,63
9/9/2014,252,2014,2015,WET,9,9,8,3,Gulf Toadfish,Opsanus beta,0,0,27.6,28.72,68
9/9/2014,252,2014,2015,WET,9,9,9,3,Gulf Toadfish,Opsanus beta,0,0,27.5,28.33,83
3/17/2015,76,2015,2015,DRY,3,17,42,3,Gulf Toadfish,Opsanus beta,0,0,28.1,32.93,55
3/17/2015,76,2015,2015,DRY,3,17,43,3,Gulf Toadfish,Opsanus beta,0,0,28,33.26,45
3/17/2015,76,2015,2015,DRY,3,17,44,3,Gulf Toadfish,Opsanus beta,0,0,26.2,33.71,43
3/17/2015,76,2015,2015,DRY,3,17,45,3,Gulf Toadfish,Opsanus beta,0,0,26.6,33.79,83
3/17/2015,76,2015,2015,DRY,3,17,46,3,Gulf Toadfish,Opsanus beta,0,0,26.3,33.74,42
3/17/2015,76,2015,2015,DRY,3,17,47,3,Gulf Toadfish,Opsanus beta,0,0,25.8,34.62,97
3/18/2015,77,2015,2015,DRY,3,18,32,3,Gulf Toadfish,Opsanus beta,0,0,28.3,26.26,66
3/18/2015,77,2015,2015,DRY,3,18,33,3,Gulf Toadfish,Opsanus beta,1,2,27.9,27.45,63
3/18/2015,77,2015,2015,DRY,3,18,34,3,Gulf Toadfish,Opsanus beta,0,0,26,27.77,70
3/18/2015,77,2015,2015,DRY,3,18,36,3,Gulf Toadfish,Opsanus beta,0,0,28.6,29.7,76
3/18/2015,77,2015,2015,DRY,3,18,37,3,Gulf Toadfish,Opsanus beta,0,0,26.6,29.62,78
3/18/2015,77,2015,2015,DRY,3,18,38,3,Gulf Toadfish,Opsanus beta,0,0,28.4,31.53,91
3/18/2015,77,2015,2015,DRY,3,18,39,3,Gulf Toadfish,Opsanus beta,0,0,27.4,31.62,101
3/18/2015,77,2015,2015,DRY,3,18,40,3,Gulf Toadfish,Opsanus beta,0,0,24.8,31.54,95
3/18/2015,77,2015,2015,DRY,3,18,41,3,Gulf Toadfish,Opsanus beta,0,0,25,32.29,95
3/19/2015,78,2015,2015,DRY,3,19,22,3,Gulf Toadfish,Opsanus beta,0,0,27.4,23.65,75
3/19/2015,78,2015,2015,DRY,3,19,23,3,Gulf Toadfish,Opsanus beta,0,0,27.7,22.97,70
3/19/2015,78,2015,2015,DRY,3,19,24,3,Gulf Toadfish,Opsanus beta,0,0,27.1,23.66,60
3/19/2015,78,2015,2015,DRY,3,19,25,3,Gulf Toadfish,Opsanus beta,0,0,26.6,23.11,64
3/19/2015,78,2015,2015,DRY,3,19,26,3,Gulf Toadfish,Opsanus beta,0,0,27.2,25.33,78
3/19/2015,78,2015,2015,DRY,3,19,27,3,Gulf Toadfish,Opsanus beta,0,0,26.7,25.31,85
3/19/2015,78,2015,2015,DRY,3,19,28,3,Gulf Toadfish,Opsanus beta,0,0,26.2,24.7,104
3/19/2015,78,2015,2015,DRY,3,19,29,3,Gulf Toadfish,Opsanus beta,0,0,26.3,25.14,105
3/19/2015,78,2015,2015,DRY,3,19,30,3,Gulf Toadfish,Opsanus beta,0,0,26.4,27.41,100
3/19/2015,78,2015,2015,DRY,3,19,31,3,Gulf Toadfish,Opsanus beta,0,0,26.3,27.92,90
3/20/2015,79,2015,2015,DRY,3,20,18,3,Gulf Toadfish,Opsanus beta,0,0,26.8,22.54,98
3/20/2015,79,2015,2015,DRY,3,20,19,3,Gulf Toadfish,Opsanus beta,0,0,26.2,23.33,103
3/20/2015,79,2015,2015,DRY,3,20,20,3,Gulf Toadfish,Opsanus beta,0,0,26,24.39,105
3/20/2015,79,2015,2015,DRY,3,20,21,3,Gulf Toadfish,Opsanus beta,0,0,26.1,25.05,86
4/1/2015,91,2015,2015,DRY,4,1,10,3,Gulf Toadfish,Opsanus beta,0,0,24.7,30.12,50
4/1/2015,91,2015,2015,DRY,4,1,11,3,Gulf Toadfish,Opsanus beta,0,0,25,30.07,35
4/1/2015,91,2015,2015,DRY,4,1,12,3,Gulf Toadfish,Opsanus beta,0,0,24.1,29.8,85
4/1/2015,91,2015,2015,DRY,4,1,13,3,Gulf Toadfish,Opsanus beta,0,0,24.1,29.49,90
4/1/2015,91,2015,2015,DRY,4,1,14,3,Gulf Toadfish,Opsanus beta,0,0,23.8,28.69,79
4/1/2015,91,2015,2015,DRY,4,1,15,3,Gulf Toadfish,Opsanus beta,1,1,23.2,27.51,72
4/1/2015,91,2015,2015,DRY,4,1,16,3,Gulf Toadfish,Opsanus beta,0,0,23.3,27.49,80
4/1/2015,91,2015,2015,DRY,4,1,17,3,Gulf Toadfish,Opsanus beta,0,0,23.2,27.33,55
4/2/2015,92,2015,2015,DRY,4,2,1,3,Gulf Toadfish,Opsanus beta,0,0,26.6,32.25,60
4/2/2015,92,2015,2015,DRY,4,2,2,3,Gulf Toadfish,Opsanus beta,0,0,26.2,30.94,62
4/2/2015,92,2015,2015,DRY,4,2,3,3,Gulf Toadfish,Opsanus beta,0,0,25.9,31.26,62
4/2/2015,92,2015,2015,DRY,4,2,4,3,Gulf Toadfish,Opsanus beta,0,0,25.8,31.57,52
4/2/2015,92,2015,2015,DRY,4,2,5,3,Gulf Toadfish,Opsanus beta,0,0,25,30.42,70
4/2/2015,92,2015,2015,DRY,4,2,7,3,Gulf Toadfish,Opsanus beta,0,0,25.2,31.89,70
4/2/2015,92,2015,2015,DRY,4,2,8,3,Gulf Toadfish,Opsanus beta,0,0,24,31.21,60
4/2/2015,92,2015,2015,DRY,4,2,9,3,Gulf Toadfish,Opsanus beta,0,0,23.7,30.53,51
9/10/2015,253,2015,2016,WET,9,10,38,3,Gulf Toadfish,Opsanus beta,0,0,35.2,24.06,55
9/10/2015,253,2015,2016,WET,9,10,39,3,Gulf Toadfish,Opsanus beta,0,0,34.4,30.41,72
9/10/2015,253,2015,2016,WET,9,10,40,3,Gulf Toadfish,Opsanus beta,0,0,32,29.9,61
9/10/2015,253,2015,2016,WET,9,10,41,3,Gulf Toadfish,Opsanus beta,0,0,31.1,30.53,54
9/10/2015,253,2015,2016,WET,9,10,42,3,Gulf Toadfish,Opsanus beta,0,0,30.9,32.1,110
9/10/2015,253,2015,2016,WET,9,10,43,3,Gulf Toadfish,Opsanus beta,0,0,31.1,33.74,72
9/10/2015,253,2015,2016,WET,9,10,44,3,Gulf Toadfish,Opsanus beta,0,0,30.5,34.59,65
9/10/2015,253,2015,2016,WET,9,10,45,3,Gulf Toadfish,Opsanus beta,0,0,30.9,35.86,90
9/10/2015,253,2015,2016,WET,9,10,46,3,Gulf Toadfish,Opsanus beta,0,0,30.1,35.8,65
9/10/2015,253,2015,2016,WET,9,10,47,3,Gulf Toadfish,Opsanus beta,0,0,29.8,35.87,77
9/11/2015,254,2015,2016,WET,9,11,31,3,Gulf Toadfish,Opsanus beta,1,2,31.9,18.05,66
9/11/2015,254,2015,2016,WET,9,11,32,3,Gulf Toadfish,Opsanus beta,1,1,33.4,21.61,95
9/11/2015,254,2015,2016,WET,9,11,33,3,Gulf Toadfish,Opsanus beta,0,0,30.9,19.43,87
9/11/2015,254,2015,2016,WET,9,11,34,3,Gulf Toadfish,Opsanus beta,0,0,30.9,19.42,82
9/11/2015,254,2015,2016,WET,9,11,35,3,Gulf Toadfish,Opsanus beta,0,0,31.5,25.37,74
9/11/2015,254,2015,2016,WET,9,11,36,3,Gulf Toadfish,Opsanus beta,0,0,30.8,27.27,72
9/11/2015,254,2015,2016,WET,9,11,37,3,Gulf Toadfish,Opsanus beta,1,2,30.2,23.49,80
